m1,m2,m3,m4,m5,m6,maintainability,Reliability,total,ncloc,repository,version,data
0.8181818181818182,0.0,1.0,1.0,1.0,1.0,0.30000000000000004,0.5,0.8,351,Profile,10-29-2021-01-46,11-12-2021
0.8181818181818182,0.0,1.0,1.0,1.0,1.0,0.30000000000000004,0.5,0.8,351,Profile,11-02-2021-18-55,11-12-2021
0.8181818181818182,0.0,1.0,1.0,1.0,1.0,0.30000000000000004,0.5,0.8,351,Profile,11-05-2021-00-02,11-12-2021
0.8181818181818182,0.0,1.0,1.0,1.0,1.0,0.30000000000000004,0.5,0.8,351,Profile,11-05-2021-00-31,11-12-2021
0.8181818181818182,0.0,1.0,1.0,1.0,1.0,0.30000000000000004,0.5,0.8,351,Profile,11-06-2021-01-24,11-12-2021
0.8181818181818182,0.0,1.0,1.0,1.0,1.0,0.30000000000000004,0.5,0.8,351,Profile,11-06-2021-05-14,11-12-2021
0.8181818181818182,0.0,1.0,1.0,1.0,1.0,0.30000000000000004,0.5,0.8,351,Profile,11-06-2021-20-15,11-12-2021
0.8181818181818182,0.0,1.0,1.0,1.0,1.0,0.30000000000000004,0.5,0.8,351,Profile,11-06-2021-20-21,11-12-2021
0.7777777777777778,0.0,1.0,1.0,1.0,1.0,0.29333333333333333,0.5,0.7933333333333333,493,Profile,11-09-2021-05-56,11-12-2021
0.7777777777777778,0.0,1.0,1.0,1.0,1.0,0.29333333333333333,0.5,0.7933333333333333,476,Profile,11-11-2021-23-32,11-12-2021
0.75,0.0,1.0,1.0,1.0,1.0,0.28875,0.5,0.7887500000000001,298,Registros,10-19-2021-03-29,11-12-2021
0.875,0.0,1.0,1.0,1.0,1.0,0.309375,0.5,0.809375,351,Registros,11-03-2021-12-45,11-12-2021
0.875,0.0,1.0,1.0,1.0,1.0,0.309375,0.5,0.809375,351,Registros,11-04-2021-00-09,11-12-2021
0.875,0.0,1.0,1.0,1.0,1.0,0.309375,0.5,0.809375,351,Registros,11-05-2021-00-05,11-12-2021
0.875,0.0,1.0,1.0,1.0,1.0,0.309375,0.5,0.809375,351,Registros,11-06-2021-04-02,11-12-2021
0.8125,0.0,1.0,1.0,1.0,1.0,0.2990625,0.5,0.7990625,914,Registros,11-08-2021-04-43,11-12-2021
0.8125,0.0,1.0,1.0,1.0,1.0,0.2990625,0.5,0.7990625,838,Registros,11-09-2021-05-55,11-12-2021
0.8125,0.0,1.0,1.0,1.0,1.0,0.2990625,0.5,0.7990625,838,Registros,11-09-2021-15-40,11-12-2021
0.8125,0.0,1.0,1.0,1.0,1.0,0.2990625,0.5,0.7990625,837,Registros,11-10-2021-00-53,11-12-2021
0.8125,0.0,1.0,1.0,1.0,1.0,0.2990625,0.5,0.7990625,840,Registros,11-10-2021-04-33,11-12-2021
0.8125,0.0,1.0,1.0,1.0,1.0,0.2990625,0.5,0.7990625,893,Registros,11-11-2021-22-50,11-12-2021
